id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
135,Embarazo,No debe donar si: a) Está embarazada; b) Ha pasado menos de una semana por cada semana completada de un embarazo reciente; c) Resultó en una mola hidatidiforme maligna (invasiva); d) Resultó en una mola hidatidiforme no maligna (no invasiva) y se encuentra bajo seguimiento y tratamiento; d) Transcurriern menos de 7 días desde la última dosis de metotrexato.,,"El metotrexato se usa cada vez más para tratar médicamente el embarazo ectópico, para evitar la cirugía y proteger la trompa de Falopio. Se necesita una semana para que cualquier residuo de metotrexato  se elimine del sistema.",Se agregó la información sobre metotrexato.,,0,169,03/14/2018 19:35:26,03/14/2018 19:35:26
136,Embarazo Molar,,,,,,0,170,03/14/2018 19:35:26,03/14/2018 19:35:26
137,Embolia Pulmonar,,,,,,0,171,03/14/2018 19:35:26,03/14/2018 19:35:26
138,Encefalitis,,,,,,0,172,03/14/2018 19:35:26,03/14/2018 19:35:26
139,Encefalitis ocasionada por antrópodos,,,,,,0,173,03/14/2018 19:35:26,03/14/2018 19:35:26
146,Enfermedad Autoinmune,Ver: ¿Hay alguna entrada para esta condición? - 1. No debe donar si: el donante ha necesitado tratamiento para suprimir la condición en los últimos 12 meses. // 2. Informar al Centro de Transplantes si: las células pertenecen a un donante que tiene un desorden autoinmune.,,"Donantes de células madre de sangre periférica. G-CSF puede causar un brote de algunas enfermedades autoinmunes. El riesgo debe ser evaluado por el Oficial Médico Designado y discutido con el donante. 
El tratamiento para suprimir la condición puede ser con esteroides, medicamentos inmunosupresores,
antimetabolitos, anticuerpos dirigidos contra partes del sistema inmune, así como otras terapias. Esto afectará el sistema inmune del donante y puede hacer que el donante sea más susceptible a ciertos tipos de infección. También hará que algunas infecciones sean más difíciles de diagnosticar. La enfermedad autoinmune es causada por el cuerpo que se ataca a sí mismo. Esto es con anticuerpos que son en la parte fluida de la sangre (plasma), y con células inmunes que atacan directamente a las células diana en
la/s parte/s del cuerpo afectada/s. La transfusión de anticuerpos, o la transferencia de células inmunes, podría causar daños similares en las personas que lo reciben.",Se agregó una nota y un enlace sobre el brote de G-CSF de enfermedad autoinmune. Se agregó información adicional para aclarar tratamientos que pueden haber sido usados para suprimir la condición.,,0,180,03/14/2018 19:35:26,03/14/2018 19:35:26
147,Enfermedad cardiovascular,1. No debe donar si: a) Tiene cardiopatía isquémica; b) Tiene tromboflebitis recurrente o trombosis. // 2. Donante de médula ósea: discutir con el anestesista si el donante tiene alguna otra forma de enfermedad cardiovascular.,"Si solamente tiene prolapso asintomático de la válvula mitral, se acepta.",,Se agregaron links adicionales.,,0,181,03/14/2018 19:35:26,03/14/2018 19:35:26
148,Enfermedad de Adisson,"Donante de médula ósea: no debe donar. ","Donante de células madre de sangre periférica: si prospera en el tratamiento de reemplazo, aceptado.",,,,0,182,03/14/2018 19:35:26,03/14/2018 19:35:26
149,Tripanosomiasis Sudamericana,No debe donar.,,,,,0,183,03/14/2018 19:35:26,03/14/2018 19:35:26
150,Enfermedad de Creutzfeldt-Jakob,,,,,,0,184,03/14/2018 19:35:26,03/14/2018 19:35:26
151,Enfermedad de Crohn,,,,,,0,185,03/14/2018 19:35:26,03/14/2018 19:35:26
152,Enfermedad de Etiología Desconocida,No debe donar.,,"Cuando la causa de una enfermedad no se encuentra claramente identificada, existe un riesgo desconocido para cualquier receptor del material donado.",Esta es una nueva entrada.,,0,186,03/14/2018 19:35:26,03/14/2018 19:35:26
153,Enfermedad de Gilbert,,,,,,0,187,03/14/2018 19:35:26,03/14/2018 19:35:26
154,Enfermedad de Grave,,,,,,0,188,03/14/2018 19:35:26,03/14/2018 19:35:26
155,Enfermedad de Hashimoto,,,,,,0,189,03/14/2018 19:35:26,03/14/2018 19:35:26
156,Enfermedad de Huntington,No debe donar si: es sintomática.,Se aceptan portadores asintomáticos.,,,,0,190,03/14/2018 19:35:26,03/14/2018 19:35:26
157,Enfermedad de la Tiroides,"No debe donar si: a) Se encuentra bajo investigación: b) Hay malignidad; c) Transcurrieron menos de seis meses desde tratamiento con terapia de yodo radioactivo; d) Transcurrieron menos de 24 horas desde que se detuvo el tratamiento con tabletas antitiróideas. ","Si se encuentra realizando un tratamiento estable con tiroxina, se acepta.",,"Se agregaron links para ""Enfermedad autoinmune"" y ""Betabloqueantes"".",,0,191,03/14/2018 19:35:26,03/14/2018 19:35:26
158,Enfermedad de la Vesícula Biliar,"No debe donar si: a) Es sintomática; b) Se encuentra asociada con una anemia hemolítica heridataria (por ejemplo, esferocitosis). ","Si se encuentra recuperado o tiene cálculos biliares asintomáticos, se acepta.",,"Se agregó un link para ""Malignidad"" y ""Anemia hemolítica"".",,0,192,03/14/2018 19:35:26,03/14/2018 19:35:26
159,Enfermedad de Legg-Calve-Perthes,,Se acepta.,,,,0,193,03/14/2018 19:35:26,03/14/2018 19:35:26
160,Enfermedad de Lyme,,,,,,0,194,03/14/2018 19:35:26,03/14/2018 19:35:26
161,Enfermedad de Menière,,Se acepta.,,,,0,195,03/14/2018 19:35:26,03/14/2018 19:35:26
162,Enfermedad de Navidad (Hemofilia B),,,,,,0,196,03/14/2018 19:35:26,03/14/2018 19:35:26
163,Enfermedad de Transmisión Sexual Infección,"Ver: ¿Hay alguna entrada específica para la enfermedad? - No debe donar si pasaron menos de 12 meses desde que se completó el tratamiento. ",,,,,0,197,03/14/2018 19:35:26,03/14/2018 19:35:26
164,Pareja sexual,Ver: ¿Hay alguna entrada específica para la enfermedad con la que se tuvo contacto? - No debe donar si: a) El donante requirió tratamiento y pasaron menos de doce meses desde que se completó ese tratamiento; b) El donante no requirió tratamiento y pasaron menos de 12 meses desde el último contacto sexual con la pareja infectada.,"Si el donante no requirió tratamiento y han transcurrido más de 12 meses desde que su pareja infectada ha completado el tratamiento, se acepta.",,Se agregó más asesoramiento discrecional para permitir la aceptación de los donantes cuyas parejas han completado el tratamiento para la sífilis hace más de 12 meses.,,0,197,03/14/2018 19:35:26,03/14/2018 19:35:26
165,Enfermedad de Von Recklinghausen,,,,,,0,198,03/14/2018 19:35:26,03/14/2018 19:35:26
166,"Enfermedad de Von Willebrand ",,,,,,0,199,03/14/2018 19:35:26,03/14/2018 19:35:26
167,"Enfermedad de Wilson ",No debe donar.,,,,,0,200,03/14/2018 19:35:26,03/14/2018 19:35:26
168,Enfermedad del Legionario,,,,,,0,201,03/14/2018 19:35:26,03/14/2018 19:35:26
169,Enfermedad del Sistema Nervioso Central,"No debe donari si: a) Sufre demencia; b) Tiene antecedentes de enfermedades del sistema nervioso central con sospecha de origen infeccioso (por ejemplo, esclerosis múltiple; neuritis óptica; mielitis transversa; o enfermedad de Creutzfeldt-Jakob); c) Tiene condiciones neurodegenerativas de etiología desconocida (por ejemplo, enfermedad de Parkinson); d) Accidente cerebrovascular, ataques isquémicos transitorios o embolia cerebral.","a) Individuos que hayan tenido parálisis de Bell hace más de cuatro semanas y hayan discontinuado cualquier tratamiento para dicha condición con un mínimo de siete días, incluso si tienen parálisis residual, se acepta; b) Si se ha realizado un diagnóstico definitivo de amnesia global transitoria, se acepta.","A menudo, la causa exacta de una enfermedad degenerativa del cerebro solo se conoce después de la muerte. Por esta razón, cuando hay alguna duda en cuanto a la causa subyacente de una condición cerebral, es
se considera más seguro no aceptar una donación. Se cree que la enfermedad cerebral degenerativa en
la forma de enfermedad de Creutzfeldt-Jakob se ha transmitido por transfusión de sangre.Antecedentes de apoplejía, hemorragia subaracnoidea, ataque isquémico transitorio o émbolo cerebal pone a un posible donante en mayor riesgo de otro incidente vascular que afecte a su
cerebro. Como la donación puede provocar una disminución de la presión arterial, existe la posibilidad de que esto conduzca a más problemas. Aunque el nivel de riesgo variará según la persona, no es aceptable poner en mayor riesgo a un individuo de un efecto adverso severo a cualquier otro riesgo innecesario. La amnesia global transitoria es un trastorno temporal y aislado de la memoria. Los individuos afectados usualmente tienen más de 50 años de edad y existe una asociación con la migraña. No tiene asociación con la enfermedad cerebrovascular.","Se agregaron consejos adicionales para donantes con historial de neuritis óptica, mielitis transversa, parálisis de Bell o amnesia global transitoria. ",,0,202,03/14/2018 19:35:26,03/14/2018 19:35:26
170,Tripanosomiasis Africana,No debe donar.,,,,,0,203,03/14/2018 19:35:26,03/14/2018 19:35:26
171,Enfermedad Gastrointestinal,"No debe donar si: a) Tiene colitis ulcerosa o Enfermedad de Crohn; b) Es maligna. ",,,,,0,204,03/14/2018 19:35:26,03/14/2018 19:35:26
172,Enfermedad Hematológica,"No debe donar si: a) Hay malignidad; b) Hay trastorno clonal como como policitemia primaria (rubra vera), trombocitemia esencial
o gammapatía monoclonal de significado desconocido (MGUS).","Si la policitemia o la trombocitosis son secundarias a una afección no maligna / clonal, se acepta.",Los trastornos clonales son el resultado de la proliferación de una sola célula. Debido a que tienen el potencial para convertirse en malignos son tratados de la misma manera que la malignidad.,"La gammapatía monoclonal de significado desconocido (MGUS) se ha agregado como un ejemplo de un trastorno clonal. Se ha agregado ""Información adicional"".",,0,205,03/14/2018 19:35:26,03/14/2018 19:35:26
173,Enfermedad Inflamatoria Intestinal,No debe donar.,,La causa de estas condiciones no se comprende completamente y podría causar infecciones. Las lesiones causada por la enfermedad pueden aumentar el riesgo de que las bacterias ingresen al torrente sanguíneo.,,,0,206,03/14/2018 19:35:26,03/14/2018 19:35:26
174,Enfermedad Inflamatoria Ocular,,,El G-CSF puede causar un brote de  enfermedad ocular inflamatoria.,Es una nueva entrada.,,0,207,03/14/2018 19:35:26,03/14/2018 19:35:26
175,"Enfermedad ocular ",No debe donar si: a) Inflamación ocular; b) Antecedentes de malignidad; c) Transplante de tejido ocular.,,,"Se agregó un link a ""Malignidad"".",,0,208,03/14/2018 19:35:26,03/14/2018 19:35:26
176,Enfermedad Ósea de Paget,,,"La enfermedad ósea de Paget es muy común en el Reino Unido y afecta aproximadamente a 1 de cada 20 adultos de más de 50 años. La causa es desconocida. Muchas personas con la condición no tienen síntomas y serán aceptados por los servicios hematológicos y de tejidos. No hay evidencia de que se haya transmitido por donación. Comúnmente se trata con analgésicos y bisfofonatos. El uso de estos medicamentos es aceptado para otras infecciones, por lo que no habría motivo para las personas que sufren de esta condición no sean aceptadas, siempre que sean aceptables.",,,0,209,03/14/2018 19:35:26,03/14/2018 19:35:26
177,Enfermedad Renal,,,,,,0,210,03/14/2018 19:35:26,03/14/2018 19:35:26
178,Nefritis Aguda,No debe donar si: transcurrieron menos de 12 meses desde su recuperación.,"1. Todos los tejidos: a) Las enfermedades renales auto-limitante (por ejemplo: ataques únicos de glomerulonefritis y pielitis de la cual la recuperación ha sido completa) no necesariamente descalifican  al donante; b) Si hay dudas acerca del diagnóstico, referirse a un Oficial Médico Designado.",Si el donante se encuentra bien y no ha recibido tratamiento para dicha condición en los últimos 12 meses es improbable que su donación configure un riesgo para el receptor.,"Para alinear las pautas con la de los donantes de sangre, el período de aplazamiento después de una ataque de ""Nefritis aguda"" se ha reducido de cinco años a 12 meses",,0,210,03/14/2018 19:35:26,03/14/2018 19:35:26
179,Nefritis Crónica,No debe donar.,,,,,0,210,03/14/2018 19:35:26,03/14/2018 19:35:26
180,Enfermedad Renal Poliquística,Donante de médula ósea: solicitar una evaluación de anestesia.,,,,,0,211,03/14/2018 19:35:26,03/14/2018 19:35:26
181,"Enfermedad Respiratoria ",No debe donar si: sin aliento con un mínimo esfuerzo.,,,,,0,212,03/14/2018 19:35:27,03/14/2018 19:35:27
182,Enfermedad Sistemática de Intolerancia al Esfuerzo (ESIE),,,,,,0,213,03/14/2018 19:35:27,03/14/2018 19:35:27
183,"Enfermedad Viral ",,,,,,0,214,03/14/2018 19:35:27,03/14/2018 19:35:27
184,Enfermedades Hereditarias,Ver: ¿Hay una entrada específica para esta condición? Si no hay: referirse a un Oficial Médico Designado.,,,,,0,215,03/14/2018 19:35:27,03/14/2018 19:35:27
185,Enfermedades infecciosas,"Ver: ¿Hay alguna entrada específica para la enfermedad con la que hubo contacto? - No debe donar si: se encuentra en el período de incubación para la condición o, si no se conoce, transcurrieron menos de cuatro semanas desde el último contacto. ","Si hay antecedentes concretos de infección pasada de la enfermedad con la que se ha tenido contacto, se acepta.",,,,0,216,03/14/2018 19:35:27,03/14/2018 19:35:27
186,Enfermedades Neurológicas,,,,,,0,217,03/14/2018 19:35:27,03/14/2018 19:35:27
187,Enfermedades asociadas con priones,"No dede donar si: 1. Fue diagnosticado con cualquier forma de ECJ, u otra enfermedad de priones humanos. - 2. Se identifica un riesgo creciente a desarrollar un desorden asociado con priones. Esto incluye: a) Individuos con riesgo familiar de enfermedades asociadas a priones (han tenido dos o más familiares que desarrolaron una enfermedad asociada a priones o han sido informados después del asesoramiento genético que están en riesgo); Las personas a las que se les ha dicho que han sido puestas en mayor riesgo desde la cirugía, transfusión o trasplante de tejidos u órganos; c) Las personas a las que se les ha dicho que pueden estar en mayor riesgo debido a que un receptor de la sangre o los tejidos que han donado ha desarrollado un trastorno relacionado con los priones; d) Receptores de injertos de duramadre; e) Receptores de injertos corneales, esclerales u otros injertos de tejido ocular; f) Destinatarios de extractos derivados de hipófisis humana; g) Desde el 1 de enero de 1980, receptores de cualquier tejido alogénico humano.","Si el donante ha tenido dos o más parientes consanguíneos que desarrollaron una enfermedad asociada a priones y, después del asesoramiento genético, se les ha informado que no están en riesgo, se aceptan Esto requiere confirmación por un Oficial Médico Designado.","Ver la declaración ""Posición sobre la enfermedad de Creutzfeldt-Jakob"" disponible en el documento del CCPC. ","Para reflejar la orientación del Comité sobre Seguridad Microbiológica de los Tejidos Sanguíneos y Órganos. Existe la misma preocupación sobre una posible segunda ola de casos de vCJD de donantes aceptados que hayan recibido trasplantes de tejidos u órganos, ya que hay más de donantes que han sido previamente transfundidos.",,0,218,03/14/2018 19:35:27,03/14/2018 19:35:27
188,"Enfermedades Tropicales ",,,,,,0,219,03/14/2018 19:35:27,03/14/2018 19:35:27
189,Enfisema,"No debe donar. ",,,,,0,220,03/14/2018 19:35:27,03/14/2018 19:35:27
190,Ensayos Clínicos,"No debe donar si: se encuentra participando en un ensayo clínico. Esto incluye el uso de drogas de cualquier tipo (oral, parenteral, transcutánea, etc.) y aplica a participantes voluntarios saludables - por ejemplo, en ""fase 1"" del ensayo clínico.","Si un Oficial Médico Designado ha examinado y aceptado el procotolo de ensayo, se acepta. ",,,,0,221,03/14/2018 19:35:27,03/14/2018 19:35:27
192,Epiescleritis,,,,"Para agregar una entrada a a ""Epiescleritis""",,0,223,03/14/2018 19:35:27,03/14/2018 19:35:27
227,"Fiebre Reumática ",No debe donar si: a) ha tenido más de un ataque; b) han transcurrido menos de dos años desde cualquier enfermedad asintomática; c) requiere antibióticos para el tratamiento dental.,,La fiebre reumática puede causar daños a las válvulas cardíacas y esto podría hacer insegura la donación.,,,0,257,03/14/2018 19:35:27,03/14/2018 19:35:27
228,Filariasis,No debe donar.,,,,,0,258,03/14/2018 19:35:27,03/14/2018 19:35:27
229,Finasterida (Proscar),Si han transcurrido menos de cuatro semanas desde completado el tratamiento: referirse al Oficial Médico Designado.,,,,,0,259,03/14/2018 19:35:27,03/14/2018 19:35:27
193,Epilepsia,No debe donar si: a) Requiere tratamiento para la epilepsia; b) Ha tenido un episodio de epilepsia en los últimos tres años.,"Epilepsia previa: una persona con antecedentes de epilepsia que en los últimos tres años no ha requerido terapia con anticonvulsionantes, ni ha sufrido ataques, puede ser considerado como donante.",Los desmayos posteriores a la donación pueden provocar convulsiones debido a la falta de oxígeno que llega al cerebro. Esto podría conducir a un verdadero ataque epiléptico en una persona con historial reciente de epilepsia. También puede causar dificultades con la Agencia de Vehículos y Licencias de Conducir  y/o el empleo en una persona que ha estado libre de ataques durante un tiempo.,,,0,224,03/14/2018 19:35:27,03/14/2018 19:35:27
194,Episodios Febriles,,,,,,0,225,03/14/2018 19:35:27,03/14/2018 19:35:27
195,"Escleritis ",,,,"Para incluir una entrada sobre ""Escleritis""",,0,226,03/14/2018 19:35:27,03/14/2018 19:35:27
196,Esclerósis Múltiple,No debe donar.,,"Debido a que la causa de la esclerosis múltiple no es certera y existe la posibilidad de que haya un agente infeccioso subyacente, no se permite la donación.",,,0,227,03/14/2018 19:35:27,03/14/2018 19:35:27
197,"Esferocitosis ",,,,,,0,228,03/14/2018 19:35:27,03/14/2018 19:35:27
198,Esferocitosis Hereditaria,1. No debe donar si: hemólisis clínicamente significativa. // 2. Informar al centro de transplante si: las células provienen de un donante con esferocitosis hereditaria.,,La esferocitosis heridataria es una condición variablemente hereditaria pero usualmente dominante. Su idoneidad como donante debe ser discutida con un Oficial Médico Designado.,"Esta entrada fue modificada para que sea consistente con la entrada para ""Eliptocitosis heridataria"".",,0,229,03/14/2018 19:35:27,03/14/2018 19:35:27
199,Espina Bífida,"No debe donar si: a) tiene una derivación permanente; b) usa un catéter; c) tiene una llaga debido a la presión. ",,,,,0,230,03/14/2018 19:35:27,03/14/2018 19:35:27
200,"Esplenectomía ","No debe donar si: a) Se realiza por malignidad; b) Se realiza por 
trastorno mieloproliferativo; c) Se realiza por trombocitopenia inmune (TPI); d) Se realiza por anemia hemolítica. ","a) Si es por un accidente, se acepta cuando se encuentre recuperado; b) Si está tomando antibióticos profilácticos, se acepta.",,,,0,231,03/14/2018 19:35:27,03/14/2018 19:35:27
201,Espondilitis Anquilosante,"No debe donar si: se encuentra comprometido el sistema cardiovascular. ","Si es leve y afecta sólo al sistema locomotor, aceptado.",La espondilitis anquilosante puede afectar las válvulas del corazón y la arteria mayor del cuerpo (aorta). Remover sangre de la circulación puede poner en riesgo al donante de sufrir un problema cardíaco.,"Fue agregado un link a ""Enfermedad autoinmune""",,0,232,03/14/2018 19:35:27,03/14/2018 19:35:27
202,"Esquistosomiasis ",,,,,,0,233,03/14/2018 19:35:27,03/14/2018 19:35:27
203,"Esquitosomiasis ",,,,,,0,234,03/14/2018 19:35:27,03/14/2018 19:35:27
204,Estimación del volumen sanguíneo,"No debe donar si: el volumen sanguíneo estimado es menor a 3,8 litros.",,"Se recomienda que ningún donante pierda más del 13% de su volumen de sangre durante cualquier procedimiento de donación. Esto es para protegerlos de efectos adversos como desmayos y adquirir anemia. Hay un peso mínimo del donante a partir del cual se puede aceptar una donación. Esto no siempre es apropiado ya que la obesidad hace que también sea deseable utilizar otros factores además del peso del donante para estimar su volumen de sangre. La grasa contiene mucha menos sangre en proporción a su peso que el músculo. En individuos con obesidad se puede sobreestimar seriamente su volumen de sangre teniendo solamente en cuenta su peso. Sobreestimar el volumen de sangre de un donante hace que sea mucho más probable que sufran algún efecto adverso. ",Esta es una nueva entrada para tener en cuenta el aumento en los niveles de obesidad.,,0,235,03/14/2018 19:35:27,03/14/2018 19:35:27
205,Etretinato,No debe donar si: alguna vez tomó Etretinato (Tigason),,,,,0,236,03/14/2018 19:35:27,03/14/2018 19:35:27
206,Extracto Pituitario - Humano,"No debe donar si: alguna vez recibió inyección/es de extracto pituitario humano. ",,"Extractos de Pituitaria Humana han sido contaminados con priones anormales y han causado la diseminación de a enfermedad de Creutzfeldt-Jakob (ECJ). Han sido utilizados para tratar deficiencia en la hormona de crecimiento e infertilidad. También han sido utilizados en pruebas de diagnóstico para ver si otras glándulas endócrinas como la tiroides y la suprarrenal funcionan normalmente. No han sido utilizados en Reino Unido desde 1985 y se cree que todos aquellos que han sido expuestos a estos extractos han sido notificados del incremento de riesgo a sufrir la enfermedad de Creutzfeldt-Jakob. Es incierto cuándo se han dejado de utilizar en otros países. Donantes que sólo han utilizado hormonas pituitarias sintéticas o gonadotropina hecha con orina, podrían ser aceptados. ",Se agregó información adicional para mayor claridad.,,0,237,03/14/2018 19:35:27,03/14/2018 19:35:27
207,Extracto Pituitario Humano,,,,,,0,238,03/14/2018 19:35:27,03/14/2018 19:35:27
208,Factor Estimulante de Colonias de Granulocitos (G-CSF),Donante de células madre de sangre periférica: el donante debe ser avisado de los efectos adversos asociados con esta droga.,,,"Para agregar una entrada a ""G-CSF""",,0,239,03/14/2018 19:35:27,03/14/2018 19:35:27
209,Factor V Leiden,,,,,,0,240,03/14/2018 19:35:27,03/14/2018 19:35:27
210,Factores de Riesgo,,,,,,0,241,03/14/2018 19:35:27,03/14/2018 19:35:27
211,Fibroides – Extirpación,,,,,,0,242,03/14/2018 19:35:27,03/14/2018 19:35:27
212,Fiebre,,,,,,0,243,03/14/2018 19:35:27,03/14/2018 19:35:27
213,Fiebre Amarilla,,,,,,0,244,03/14/2018 19:35:27,03/14/2018 19:35:27
214,"Fiebre Crimea ",,,,,,0,245,03/14/2018 19:35:27,03/14/2018 19:35:27
215,Fiebre de Lassa,,,,,,0,246,03/14/2018 19:35:27,03/14/2018 19:35:27
216,Fiebre de Marburg,,,,,,0,247,03/14/2018 19:35:27,03/14/2018 19:35:27
217,"Fiebre del Dengue ",,,,,,0,248,03/14/2018 19:35:27,03/14/2018 19:35:27
218,Fiebre del Ébola,,,,,,0,249,03/14/2018 19:35:27,03/14/2018 19:35:27
219,Fiebre del Heno,,,,,,0,250,03/14/2018 19:35:27,03/14/2018 19:35:27
220,Fiebre Glandular,,,,,,0,251,03/14/2018 19:35:27,03/14/2018 19:35:27
221,Fiebre hemorrágica del Congo,"No debe donar si: han transcurrido menos de doce meses desde la recuperación o de su regreso al Reino Unido, si ocurrió en el exterior.",,,,,0,252,03/14/2018 19:35:27,03/14/2018 19:35:27
222,Fiebre Hemorrágica Viral Individuo afectado,No debe donar.,,,,,0,253,03/14/2018 19:35:27,03/14/2018 19:35:27
223,Contacto o viajante a un país endémico,"No debe donar si pasaron menos de seis meses desde el último contacto con un individuo afectado o desde que viajó a un país endémico. ","Si pasaron más de seis meses desde el último contacto, se completaron las investigaciones o volvió a Reino Unido, se acepta.",Estas infecciones tienen tasas de mortalidad muy altas y existe evidencia de que el virus puede persistir por algún tiempo después de la recuperación.,Las pautas para viajeros a países endémicos y contactos con estas infecciones han sido actualizadas.,,0,253,03/14/2018 19:35:27,03/14/2018 19:35:27
224,Fiebre Pappataci,,,,,,0,254,03/14/2018 19:35:27,03/14/2018 19:35:27
225,"Fiebre Q ",No debe donar.,,,,,0,255,03/14/2018 19:35:27,03/14/2018 19:35:27
226,Fiebre Recurrente,,,,,,0,256,03/14/2018 19:35:27,03/14/2018 19:35:27
230,Flebitis,"No debe donar si: a) Más de un episodio en 12 meses; b) Menos de 7 días sin tratamiento. ","Si se encuentra recuperado, se acepta.",,,,0,260,03/14/2018 19:35:27,03/14/2018 19:35:27
231,"Flebotomía Terapéutica ","No debe donar. ","1. Si es por hemocromatosis, se acepta. - 2. Donación de médula ósea: si es para policitemia secundaria confirmada, consultar con un anestesista.  ",,,,0,261,03/14/2018 19:35:27,03/14/2018 19:35:27
232,Gastrectomía,,,,,,0,262,03/14/2018 19:35:27,03/14/2018 19:35:27
233,Giardiasis,,"Se acepta. ",Es una infección intestinal local que no afecta la donación.,,,0,263,03/14/2018 19:35:27,03/14/2018 19:35:27
234,Glaucoma,"No debe donar si: recibió transplante de esclerótica durante la cirugía de glaucoma. ","Si el tratamiento se completó, no recibió transplante de esclerótica, o si solamente se trató con gotas oftalmológicas, se acepta.","Si la cirugía fue realizada luego de 1997 y la esclerótica fue provista a través de Transplante en el Reino Unido, esta información se guardará en la Base de Datos Nacional de Transplantes.",,,0,264,03/14/2018 19:35:27,03/14/2018 19:35:27
235,Gonorrea,,,,,,0,265,03/14/2018 19:35:27,03/14/2018 19:35:27
236,Gota,,"Incluso en tratamiento, se acepta.",,,,0,266,03/14/2018 19:35:27,03/14/2018 19:35:27
237,Gotas Oftálmicas,Determinar qué se está tratando con ellas - Ver: si hay alguna entrada relevante.,,"Las gotas oftálmicas se usan para tratar una amplia gama de condiciones, algunas de las cuales podrían ser causa de exclusión del donante.  Es importante saber exactamente por qué se usan las gotas.",,,0,267,03/14/2018 19:35:27,03/14/2018 19:35:27
238,Granuloma Inguinal,No debe donar.,,,,,0,268,03/14/2018 19:35:27,03/14/2018 19:35:27
239,Hematuria,No debe donar si: a) Se debe a infección; b) Se debe a malignidad.,,,,,0,269,03/14/2018 19:35:27,03/14/2018 19:35:27
240,Hemocromatosis,,Se acepta.,,,,0,270,03/14/2018 19:35:27,03/14/2018 19:35:27
241,Hemofilia,,,,,,0,271,03/14/2018 19:35:27,03/14/2018 19:35:27
242,Hemorroides,,Se acepta.,,,,0,272,03/14/2018 19:35:27,03/14/2018 19:35:27
245,Pareja o ex pareja sexual del individuo afectado,"No debe donar si: transcurrieron menos de 6 meses desde la recuperación de su pareja sexual, o desde el último contacto sexual si es una ex pareja.","Si demuestra encontrarse inmune, se acepta.","Existe el riesgo de transmitir la infección a través de la actividad sexual. La infección puede no presentar síntomas, pero puede ser grave y ocasionalmente fatal. Los 6 meses de exclusión permiten que cualquier infección siga su curso natural y haya pasado cualquier riesgo de transmisión de la infección a través de la donación. ",El aplazamiento obligatorio se ha reducido de 12 a 6 meses.,,0,274,03/14/2018 19:35:27,03/14/2018 19:35:27
246,Persona que comparta o haya compartido el hogar con un individuo afectado,"No debe donar si: transcurrieron menos de 6 meses desde la recuperación de que la última persona infectada estuviera en el hogar, o desde el último contacto si ya no comparten el hogar.","Si demuestra encontrarse inmune, se acepta.","Debido a que la hepatitis A se propaga por la vía fecal-oral, los contactos que conviven en el mismo hogar pueden infectarse fácilmente. La infección puede ser sin síntomas, pero puede ser grave y ocasionalmente fatal. Los 6 meses de exclusión permiten que cualquier infección siga su curso natural y haya pasado cualquier riesgo de transmisión de la infección a través de la donación. ",El aplazamiento obligatorio se ha reducido de 12 a 6 meses.,,0,274,03/14/2018 19:35:27,03/14/2018 19:35:27
249,Antecedentes de infección,"No debe donar. ","Si transcurrieron más de 12 meses desde la recuperación, obtener historia clínica, muetras de sangre y referirse a un Oficial Médico Designado.","Solamente aceptar si todos los marcadores dan negativo (por ejemplo, AgHBs, VHB-DNA y el núcleo de anticuerpo de la HB); o el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo.",,,0,275,03/14/2018 19:35:27,03/14/2018 19:35:27
251,Parejas sexuales pasadas de individuos infectados,No deben donar.,Obtener historia clínica (incluyendo último contacto sexual) y muestras de sangre y: referirse a un Oficial Médico Designado.,"a) Si transcurrieron menos de 6 meses desde el último contacto sexual: Solamente aceptar si el núclo de anticuerpo de la HB es positivo, AgHBs negativo y VHB-DNA negativo; o si transcurrieron 12 meses desde la fecha en que el donante fue inmunizado y todos los marcadores dieron negativo  (por ejemplo, HBsAg, VHB-DNA y el núcleo de anticuerpo de la HB); b) Si transcurrieron más de 6 meses desde el último contacto sexual: Solamente aceptar si todos los marcadores dan negativo (por ejemplo, AgHBs VHB-DNA y el núcleo de anticuerpo de la HB); o el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo = no hay evidencia de infección actual, con o sin inmunidad. ",,,0,275,03/14/2018 19:35:27,03/14/2018 19:35:27
310,Inmunización contra la Encefalitis Japonesa,,,,,,0,321,03/14/2018 19:35:28,03/14/2018 19:35:28
247,Inmunización,Exposición conocida - No debe donar si: han transcurrido menos de 6 semanas desde que se administró la vacuna o la inmunoglobulina intramuscular.,Exposición desconocida: se acepta.,"Se recomienda la inmunización contra la hepatitis A antes de viajar a partes del mundo donde otras infecciones relevantes a la donación son comunes, como la malaria. El donante debe ser preguntado sobre cualquier antecedente de viaje relevante. La inmunización contra la Hepatitis A se puede combinar con la inmunización contra la Hepatitis B. ","La ""Información adicional"" ha sido ampliada.",,1,274,03/14/2018 19:35:27,05/02/2018 18:06:00
